StudentID,Age,Gender,SocioeconomicStatus,ParentalEducation,LanguageBackground,PriorGPA
935,25,Male,Medium,Bachelors,Bilingual,2.8122901896973387
936,18,Male,Medium,Below_Secondary,Native,1.9466834073097081
937,27,Male,Medium,Secondary,Native,3.219906090627236
938,18,Male,Medium,Below_Secondary,Native,2.978475488875678
939,29,Male,Medium,Bachelors,Native,2.6609747057107445
940,21,Male,Medium,Bachelors,Native,4.0
941,25,Male,Medium,Bachelors,Native,2.655640985493429
942,22,Male,Medium,Bachelors,Bilingual,3.2789262446821503
943,19,Male,High,Bachelors,Native,2.9256794987048074
944,23,Male,Medium,Below_Secondary,ESL,3.663242441488284
945,22,Female,Medium,Bachelors,Native,3.4507508724047664
946,19,Male,Medium,Bachelors,Native,2.6199992103615055
947,30,Male,Medium,Below_Secondary,Native,2.6417914325222047
948,28,Male,Medium,Secondary,Native,1.9951508962458018
949,28,Female,Medium,Secondary,ESL,2.8695728502880025
950,28,Female,Medium,Below_Secondary,Bilingual,3.1927844364733464
951,20,Female,Low,Secondary,Bilingual,2.7628768133103914
952,26,Female,High,Below_Secondary,ESL,3.6403636368026557
953,24,Female,Medium,Bachelors,Bilingual,2.8870669534788878
954,24,Female,Medium,Secondary,Native,3.5484465475830325
955,28,Female,Medium,Secondary,Bilingual,2.7021148396019576
956,23,Male,Low,Masters_Plus,Native,2.104277567688748
957,25,Male,Low,Bachelors,Native,2.4250058890218917
958,21,Male,Medium,Secondary,Bilingual,2.780680896441015
959,25,Female,Medium,Bachelors,Native,2.3502722567516523
960,21,Female,High,Secondary,ESL,1.8069603312940827
961,25,Female,Medium,Below_Secondary,Native,1.598598447732808
962,26,Male,Medium,Below_Secondary,ESL,3.408344568535082
963,20,Male,Medium,Masters_Plus,Native,3.0311997045832317
964,20,Male,Low,Bachelors,Native,2.9653951050311806
965,28,Male,Low,Bachelors,Native,2.9010141605674873
966,30,Female,Medium,Masters_Plus,ESL,2.471539018701024
967,19,Female,High,Masters_Plus,Native,3.276600215839847
968,30,Male,Medium,Bachelors,Native,1.756433632473629
969,27,Female,Medium,Bachelors,Native,1.5495442633908363
970,20,Male,High,Secondary,Native,2.6790102969179364
971,20,Non-binary,Low,Below_Secondary,ESL,2.8778189007352126
972,22,Male,Medium,Bachelors,Native,2.269531494909442
973,22,Male,Medium,Bachelors,Native,1.844002355692627
974,19,Male,Medium,Masters_Plus,Native,3.154399115872398
975,29,Male,Medium,Secondary,Native,2.553142778135597
976,27,Male,Medium,Bachelors,Native,3.2164530788762367
977,30,Female,Medium,Bachelors,Bilingual,3.583422946130054
978,23,Female,Low,Secondary,ESL,1.8378489049677746
979,22,Female,Medium,Bachelors,Native,2.9279908742027074
980,23,Male,Low,Bachelors,Native,2.949755858415148
981,18,Female,High,Secondary,ESL,3.2466554144002595
982,22,Male,Medium,Bachelors,Native,2.479952438055772
983,26,Male,High,Secondary,Native,2.833498416052866
984,29,Female,Medium,Secondary,Native,3.2402006671474193
985,27,Female,Low,Bachelors,Native,3.062650528501708
986,19,Male,Low,Secondary,Bilingual,3.7353685190992865
987,18,Male,Medium,Secondary,ESL,2.2789282182839017
988,27,Non-binary,Low,Below_Secondary,Native,2.9242146734584087
989,30,Male,Medium,Secondary,Bilingual,2.7482301088620287
990,28,Male,Low,Secondary,Native,2.6760904757354402
991,26,Female,Medium,Secondary,Native,3.152883249760269
992,27,Male,Medium,Bachelors,Native,2.869386743675549
993,26,Male,Medium,Masters_Plus,Bilingual,2.160429830837745
994,26,Male,Medium,Secondary,Native,3.3716245451545515
995,23,Female,Medium,Below_Secondary,Native,3.1541557092235903
996,25,Female,High,Secondary,ESL,3.684814561767281
997,28,Female,Low,Secondary,Bilingual,3.2362717574584625
998,30,Non-binary,Medium,Bachelors,ESL,2.6718866449058014
999,18,Female,Medium,Bachelors,Native,2.6764799311777745
1000,27,Male,Medium,Bachelors,Bilingual,3.4214804987019525
1001,21,Male,Medium,Below_Secondary,Native,2.3397328071588954
1002,18,Female,Medium,Masters_Plus,ESL,2.25706763554646
1003,25,Female,Medium,Below_Secondary,ESL,2.932225483502566
1004,18,Female,Medium,Bachelors,ESL,1.903549316618832
1005,20,Female,High,Bachelors,ESL,3.0092232081564236
1006,30,Male,High,Bachelors,Native,3.081811051005095
1007,21,Male,Medium,Secondary,Bilingual,2.652163698510908
1008,25,Male,Low,Secondary,Native,3.6448249700226696
1009,23,Male,High,Bachelors,Bilingual,3.476783385575078
1010,27,Male,High,Secondary,ESL,2.3330728837646166
1011,29,Female,Medium,Below_Secondary,Native,3.193457139351337
1012,24,Female,Medium,Bachelors,Native,3.3907249095669636
1013,25,Male,High,Secondary,Bilingual,2.8496612087588424
1014,19,Male,Medium,Bachelors,Native,2.5409131216862706
1015,30,Female,Medium,Below_Secondary,Native,2.1347276597868516
1016,27,Male,Medium,Bachelors,Native,2.4650633623931517
1017,28,Female,High,Below_Secondary,Native,2.1480950310436713
1018,25,Female,High,Masters_Plus,Bilingual,3.347479684110481
1019,20,Female,Medium,Secondary,Native,2.646915829243392
1020,24,Female,Medium,Bachelors,Native,3.1129910685870965
1021,20,Female,Low,Masters_Plus,ESL,3.556181131525669
1022,24,Male,High,Secondary,Bilingual,2.9273073371615426
1023,28,Male,Medium,Secondary,Native,3.5062449184404656
1024,29,Male,High,Secondary,Native,2.589664529846449
1025,30,Non-binary,Medium,Secondary,Bilingual,3.0318735278440876
1026,19,Male,High,Bachelors,Native,2.9232441647205984
1027,27,Male,Medium,Secondary,Bilingual,2.3790905712728274
1028,23,Female,Medium,Masters_Plus,Bilingual,2.6143972565454505
1029,20,Female,Low,Bachelors,Native,3.6491135072805223
1030,20,Female,Medium,Below_Secondary,ESL,2.5930776941201215
1031,26,Male,High,Bachelors,Native,1.8024175805978242
1032,24,Male,Medium,Secondary,Native,2.5922581844616026
1033,22,Male,Medium,Secondary,ESL,2.3482423302328557
1034,29,Male,Low,Secondary,Native,3.0735536793922287
1035,27,Male,High,Bachelors,Bilingual,3.168876299567107
1036,24,Male,Medium,Secondary,Bilingual,3.014877351734287
1037,26,Female,Medium,Bachelors,Native,2.5543143576820637
1038,18,Male,Medium,Below_Secondary,ESL,2.8355102999789747
1039,24,Female,Medium,Masters_Plus,Native,2.610837070515466
1040,23,Female,Medium,Bachelors,Native,1.9319019593428997
1041,27,Male,Medium,Secondary,ESL,2.732738822355393
1042,29,Female,Medium,Bachelors,Native,4.0
1043,26,Male,High,Bachelors,Bilingual,2.1824495781262043
1044,18,Male,High,Below_Secondary,Bilingual,1.6870930311668355
1045,30,Female,Low,Secondary,Native,3.6543660284584045
1046,21,Male,Medium,Below_Secondary,Native,3.069192142870965
1047,26,Non-binary,Low,Bachelors,Native,2.978764282699365
1048,21,Male,Low,Bachelors,ESL,2.584853984143188
1049,27,Female,Medium,Secondary,Native,2.93575176408967
1050,20,Male,High,Below_Secondary,Native,2.831060553775
1051,26,Male,Low,Secondary,Native,3.5864600006612664
1052,30,Male,Medium,Bachelors,Native,3.350171245035292
1053,19,Female,High,Bachelors,Bilingual,3.161343487079748
1054,21,Female,High,Masters_Plus,ESL,2.3903686302580183
1055,23,Female,Medium,Secondary,Native,2.937375778468658
1056,19,Female,Medium,Secondary,Native,2.4307514514341433
1057,25,Female,Medium,Secondary,Bilingual,3.5370805054213053
1058,25,Female,Low,Bachelors,Native,2.371010525119822
1059,18,Female,Low,Secondary,ESL,2.719293590236407
1060,29,Female,Low,Secondary,Native,2.1479437931194822
1061,20,Female,Medium,Bachelors,Native,2.5011189410898993
1062,27,Female,High,Below_Secondary,ESL,2.494342164607984
1063,26,Male,Medium,Secondary,Native,2.708368457765034
1064,22,Female,Medium,Bachelors,Native,2.260222762938694
1065,23,Female,Medium,Secondary,Native,3.529377215469448
1066,21,Male,Medium,Secondary,ESL,2.68776101999652
1067,27,Male,Medium,Secondary,Bilingual,2.479828406407946
1068,19,Male,High,Secondary,Native,3.2618120461372073
1069,28,Female,Low,Below_Secondary,Bilingual,4.0
1070,25,Female,Low,Masters_Plus,Native,2.557458443454214
1071,28,Male,Medium,Below_Secondary,Native,2.652907489526364
1072,30,Female,Medium,Bachelors,Bilingual,2.3570238702167297
1073,23,Female,Medium,Below_Secondary,Bilingual,3.1972170613577298
1074,22,Male,Medium,Secondary,Native,3.3732229633075974
1075,26,Female,Medium,Secondary,Native,2.772173183827778
1076,18,Non-binary,Medium,Below_Secondary,Native,2.536979705433416
1077,22,Female,Medium,Below_Secondary,Bilingual,3.1203761329353936
1078,23,Female,Medium,Secondary,Bilingual,3.2438020198376933
1079,22,Non-binary,High,Bachelors,Bilingual,3.7324254801211487
1080,23,Female,High,Below_Secondary,Bilingual,2.450480067083048
1081,23,Male,High,Masters_Plus,Bilingual,3.3114014098445588
1082,24,Female,Medium,Secondary,ESL,2.8634691913903394
1083,21,Female,Medium,Secondary,Native,1.7594321595515081
1084,28,Female,Medium,Secondary,Native,3.7133227792730854
1085,25,Male,High,Secondary,Native,2.978488206176299
1086,24,Female,Low,Bachelors,Native,3.164082435053585
1087,26,Male,Medium,Bachelors,Bilingual,3.367790509937631
1088,24,Female,Medium,Secondary,ESL,3.1576337254276625
1089,20,Male,Medium,Secondary,Native,2.2198044580871175
1090,20,Male,Medium,Bachelors,ESL,3.204807244500204
1091,25,Male,Medium,Below_Secondary,Native,3.0979783352200894
1092,22,Male,Medium,Secondary,Native,1.7980956849444432
1093,21,Female,Medium,Secondary,Native,3.799622348138529
1094,25,Female,Medium,Secondary,Native,2.5736052904778925
1095,23,Female,Medium,Secondary,Native,3.397340568168001
1096,19,Male,High,Masters_Plus,Native,2.598399830742958
1097,21,Male,Medium,Bachelors,ESL,2.4800731278797095
1098,29,Female,Medium,Bachelors,Native,2.752646855122876
1099,28,Female,Low,Secondary,Native,4.0
1100,21,Male,Low,Bachelors,Native,4.0
1101,23,Female,Medium,Bachelors,ESL,2.4792802031956764
1102,23,Male,Medium,Bachelors,Native,3.548405280798761
1103,18,Female,Medium,Below_Secondary,ESL,2.8140203803513573
1104,25,Female,Low,Masters_Plus,Native,4.0
1105,23,Male,High,Secondary,Native,3.4917225729337424
1106,20,Male,Medium,Masters_Plus,Bilingual,2.9674332684764875
1107,26,Female,Low,Below_Secondary,Native,2.8488292331357394
1108,19,Male,Medium,Secondary,Bilingual,3.165033761301051
1109,28,Male,High,Below_Secondary,Native,3.0901040360087864
1110,25,Female,Medium,Bachelors,Bilingual,2.13841859135339
1111,27,Male,Medium,Secondary,Bilingual,2.924688034531468
1112,20,Male,Medium,Bachelors,Native,2.4089912845055372
1113,30,Female,Low,Bachelors,Native,2.4821836985290195
1114,29,Female,Medium,Bachelors,Native,3.4687313171915375
1115,22,Female,Low,Bachelors,Native,2.9222492668917783
1116,23,Female,Medium,Bachelors,Bilingual,2.527287907219478
1117,27,Female,Low,Bachelors,Native,2.0728783250439
1118,23,Female,High,Secondary,Native,2.3343723024409613
1119,21,Male,Medium,Bachelors,Native,2.7643344057072463
1120,20,Female,Low,Masters_Plus,Native,3.811515538802159
1121,21,Non-binary,Medium,Secondary,Native,2.1705542951272725
1122,18,Male,Medium,Masters_Plus,Native,2.9768585751852243
1123,21,Male,Medium,Below_Secondary,Bilingual,3.044271580260495
1124,18,Female,Medium,Secondary,Native,3.5335835511573808
1125,29,Male,Low,Below_Secondary,ESL,2.8749265950745397
1126,18,Male,Medium,Below_Secondary,Native,3.044786526951136
1127,27,Female,Medium,Bachelors,Bilingual,3.5092592467991697
1128,23,Non-binary,Low,Masters_Plus,Bilingual,2.3337617781823603
1129,22,Male,Medium,Bachelors,Native,3.2747233299116996
1130,28,Male,Medium,Masters_Plus,Bilingual,1.9636185752911457
1131,21,Male,Medium,Secondary,Bilingual,2.838516303074102
1132,30,Female,Medium,Below_Secondary,Native,2.6575909130767275
1133,28,Male,Medium,Bachelors,Bilingual,2.366739719752863
1134,20,Male,High,Bachelors,Native,3.383435925654843
1135,18,Male,Low,Below_Secondary,Native,3.417107145000945
1136,23,Male,Low,Masters_Plus,Native,3.441416437221896
1137,19,Female,Low,Bachelors,ESL,3.027844390205189
1138,25,Female,Low,Masters_Plus,Native,2.0604521533730167
1139,27,Female,Low,Secondary,Native,2.602614851710758
1140,22,Female,Medium,Secondary,Native,3.4035283013941964
1141,24,Male,Medium,Bachelors,Bilingual,3.3956131048755798
1142,27,Female,High,Bachelors,Bilingual,3.518016869676651
1143,29,Female,Low,Secondary,Native,2.9884546187203203
1144,19,Male,Medium,Masters_Plus,Bilingual,2.690843641882189
1145,30,Female,High,Masters_Plus,Native,1.6207151594886593
1146,25,Male,High,Below_Secondary,Native,3.3175883706671563
1147,19,Female,Medium,Below_Secondary,Native,2.74051274446867
1148,21,Male,Medium,Secondary,Bilingual,2.047733245979379
1149,18,Non-binary,High,Secondary,Bilingual,3.257636827224788
1150,22,Male,Medium,Bachelors,Native,3.6517320757887313
1151,26,Female,Low,Below_Secondary,Native,3.3203620873900115
1152,18,Female,High,Bachelors,Native,3.204953520665724
1153,26,Female,Medium,Bachelors,Native,3.3600425827129294
1154,28,Male,Low,Secondary,ESL,1.1616214697234584
1155,25,Female,Medium,Bachelors,Native,3.832696746810468
1156,23,Female,Medium,Secondary,Native,2.3249578563157214
1157,24,Male,High,Below_Secondary,Bilingual,2.3776037125764384
1158,20,Male,Low,Bachelors,Native,2.517338462192096
1159,18,Female,High,Masters_Plus,ESL,2.585941212285604
1160,22,Female,Medium,Secondary,Bilingual,3.70024463811718
1161,29,Male,Medium,Secondary,Bilingual,3.1262999000458183
1162,29,Male,Low,Secondary,Native,2.392897495734744
1163,19,Male,Medium,Secondary,Native,2.4837085254445666
1164,22,Female,High,Secondary,Native,4.0
1165,25,Female,Medium,Bachelors,Native,3.0118211956665397
1166,28,Female,Low,Below_Secondary,Bilingual,2.540905431730843
1167,26,Non-binary,Medium,Masters_Plus,Native,1.8268802578663292
1168,19,Male,Medium,Below_Secondary,Bilingual,1.7945834985776914
1169,29,Male,Low,Masters_Plus,Native,2.129867635732055
1170,20,Male,Medium,Masters_Plus,Bilingual,2.8575027267792548
1171,20,Male,Medium,Bachelors,Native,3.4656483892895005
1172,18,Female,Medium,Below_Secondary,Native,3.169644667055043
1173,25,Female,Medium,Bachelors,Native,3.5044366278529444
1174,23,Male,Low,Bachelors,ESL,3.139464740914938
1175,29,Male,Medium,Masters_Plus,Native,2.064493336079008
1176,30,Female,Medium,Bachelors,Native,3.0549136464293913
1177,25,Female,Medium,Secondary,Native,3.080573802658882
1178,28,Male,Medium,Bachelors,Native,2.7279409282550193
1179,26,Non-binary,Medium,Masters_Plus,Bilingual,2.61641463143101
1180,22,Female,High,Bachelors,Bilingual,2.7110394866287693
1181,29,Male,Medium,Masters_Plus,Native,1.8721496064554741
1182,20,Female,Medium,Bachelors,Native,2.0007012475623487
1183,22,Male,Medium,Bachelors,Native,4.0
1184,22,Female,Medium,Bachelors,ESL,2.0491170076583383
1185,22,Non-binary,Medium,Bachelors,Native,1.740032626698356
1186,20,Female,Low,Secondary,Bilingual,2.367799881803286
1187,28,Female,Low,Bachelors,Bilingual,3.075477078023971
1188,27,Male,Medium,Bachelors,ESL,3.1367111451647243
1189,21,Female,Low,Secondary,ESL,2.1856282326720717
1190,26,Female,Low,Secondary,Native,2.8579494008152477
1191,30,Female,Medium,Bachelors,ESL,2.473236507540593
1192,27,Female,Low,Bachelors,ESL,2.9141753673952713
1193,26,Non-binary,Medium,Below_Secondary,Native,2.6240448719225955
1194,19,Female,Medium,Bachelors,Bilingual,2.3835745021954136
1195,25,Male,Low,Masters_Plus,Bilingual,2.410521037700422
1196,25,Non-binary,Medium,Secondary,Bilingual,1.4805216138045074
1197,24,Female,Low,Secondary,Native,2.667080018746474
1198,25,Female,High,Masters_Plus,Native,2.7541386279770106
1199,20,Female,Medium,Masters_Plus,Native,1.9549015648131558
1200,30,Male,Low,Secondary,Bilingual,2.5979768074724277
1201,23,Male,Low,Below_Secondary,ESL,2.6468457244285246
1202,18,Female,Medium,Secondary,Bilingual,1.687914169931466
1203,24,Female,Low,Bachelors,Native,2.3370799726649762
1204,18,Male,Medium,Secondary,Bilingual,2.3181907365299326
1205,26,Female,Medium,Bachelors,Native,2.907843282841433
1206,18,Male,High,Secondary,Native,3.547134575359806
1207,18,Female,Medium,Masters_Plus,Bilingual,2.8283284505191615
1208,24,Male,Medium,Secondary,Native,3.495752544250122
1209,19,Male,High,Bachelors,Native,2.6665164146021945
1210,22,Male,Low,Masters_Plus,Bilingual,3.0227453255089642
1211,25,Male,High,Secondary,Native,2.8400782874695025
1212,25,Female,Medium,Secondary,ESL,4.0
1213,20,Male,Medium,Bachelors,Native,2.7085893940352954
1214,24,Male,High,Secondary,Native,3.269487158114235
1215,20,Female,Medium,Bachelors,Native,2.921634401718027
1216,23,Female,Medium,Below_Secondary,Bilingual,3.4753684912428295
1217,23,Male,Medium,Below_Secondary,Native,3.1792884610247727
1218,20,Non-binary,Medium,Masters_Plus,Bilingual,3.0044439062764265
1219,24,Male,Medium,Bachelors,Native,2.11501020219259
1220,20,Female,Low,Bachelors,Bilingual,2.167869894081727
1221,25,Female,Medium,Secondary,Native,2.430319751991522
1222,27,Male,Medium,Secondary,Native,2.6244914060137403
1223,21,Male,Medium,Bachelors,Native,2.8666877493566676
1224,30,Male,High,Secondary,Native,2.4317611821678837
1225,18,Male,Medium,Secondary,Native,1.613678913247392
1226,21,Female,Low,Below_Secondary,Native,3.4164251567070445
1227,24,Male,Medium,Secondary,ESL,3.0683828459891207
1228,28,Male,Medium,Bachelors,Native,2.836150591338185
1229,21,Male,Low,Bachelors,Native,3.5523149917086467
1230,30,Male,Low,Bachelors,Bilingual,2.317803325697123
1231,23,Female,High,Bachelors,Native,2.721460051227604
1232,26,Male,High,Bachelors,Native,2.8957256380628986
1233,18,Female,Medium,Bachelors,Native,2.5508983911018794
1234,30,Male,Medium,Bachelors,Native,2.3226016791230912
1235,22,Male,High,Secondary,Native,3.324861994077354
1236,28,Female,High,Secondary,Native,2.970405291479293
1237,24,Male,Medium,Masters_Plus,ESL,3.1744096632600596
1238,18,Female,High,Below_Secondary,Native,2.305822792134896
1239,21,Female,High,Below_Secondary,Native,3.2979873093273904
1240,23,Male,High,Bachelors,Native,2.426037240129908
1241,19,Male,High,Bachelors,Native,2.948331713356365
1242,27,Male,Medium,Bachelors,Native,3.9877528058638614
1243,22,Male,Medium,Secondary,Bilingual,3.3112468398064157
1244,28,Male,Medium,Masters_Plus,ESL,3.0035315908094407
1245,27,Male,Medium,Bachelors,Bilingual,3.6102974503683987
1246,18,Male,Medium,Bachelors,Native,2.4582032511887366
1247,23,Female,High,Below_Secondary,ESL,3.09438732422379
1248,23,Female,Medium,Secondary,Native,2.300889061729046
1249,30,Female,Medium,Secondary,Native,2.582951948101597
1250,21,Male,Medium,Secondary,Native,3.7544297181136947
1251,30,Male,Medium,Below_Secondary,Bilingual,2.9641986708957786
1252,25,Female,Medium,Secondary,Native,3.6442997832898225
1253,21,Female,Low,Bachelors,Native,2.7384353878456453
1254,25,Female,Medium,Bachelors,ESL,3.5324815586441543
1255,30,Male,Low,Bachelors,Native,2.831036206817518
1256,25,Female,Low,Below_Secondary,Bilingual,2.8802702591845613
1257,22,Female,Medium,Secondary,Native,2.814514897321907
1258,30,Male,Medium,Below_Secondary,Native,3.016344491392889
1259,21,Male,Medium,Secondary,Native,2.6446785067855014
1260,29,Female,Low,Secondary,Native,1.9665443775096318
1261,30,Male,Low,Secondary,Native,2.778574019485366
1262,19,Male,Medium,Masters_Plus,Bilingual,2.87944452318567
1263,28,Female,Medium,Bachelors,ESL,3.780919861261054
1264,20,Female,High,Bachelors,ESL,1.4437149921044532
1265,20,Male,Medium,Masters_Plus,Native,3.7704120405058603
1266,21,Male,Medium,Bachelors,Native,3.4289596233463926
1267,21,Male,Medium,Bachelors,Native,3.2113697453277115
1268,27,Female,Medium,Bachelors,Bilingual,2.892549737911501
1269,28,Male,Medium,Bachelors,ESL,2.187819487658192
1270,28,Non-binary,High,Bachelors,Bilingual,3.9704899052169242
1271,22,Male,Medium,Below_Secondary,Native,3.54078514733007
1272,21,Male,Medium,Bachelors,Native,2.9504667200374732
1273,28,Female,Medium,Masters_Plus,Bilingual,2.971399085863053
1274,27,Female,High,Bachelors,Native,2.734710884156453
1275,25,Male,Medium,Below_Secondary,Native,3.156639185812644
1276,23,Male,Low,Secondary,ESL,2.773387273544457
1277,23,Non-binary,Medium,Bachelors,Native,2.9847409426660696
1278,25,Male,Medium,Masters_Plus,Native,3.062799154859112
1279,24,Female,High,Secondary,Native,4.0
1280,27,Male,Medium,Bachelors,Native,2.253889959210879
1281,28,Female,Low,Masters_Plus,Native,2.8959846941512053
1282,29,Female,High,Below_Secondary,Native,3.5364671254687674
1283,27,Male,High,Bachelors,ESL,3.296005960732138
1284,30,Female,Low,Secondary,Native,3.2064674722432995
1285,25,Male,High,Bachelors,Native,4.0
1286,19,Male,Medium,Bachelors,Native,3.452745096188453
1287,26,Female,Medium,Bachelors,Native,2.4251396744146194
1288,18,Male,High,Bachelors,Bilingual,2.3562586719523106
1289,25,Female,Medium,Secondary,Bilingual,2.7769999166869135
1290,29,Male,Low,Masters_Plus,Native,2.5382612020304136
1291,28,Male,Medium,Bachelors,Native,2.8476044576595094
1292,29,Male,Medium,Bachelors,Bilingual,3.002798872417561
1293,29,Male,Low,Secondary,Native,2.9640300601423335
1294,21,Male,Medium,Below_Secondary,Native,1.3256396844940526
1295,21,Female,Medium,Secondary,Native,2.346631113916353
1296,22,Female,Medium,Masters_Plus,Native,3.229607392308998
1297,25,Female,Medium,Secondary,Native,3.786178813208048
1298,22,Male,High,Masters_Plus,Native,2.557776534328625
1299,25,Male,Medium,Bachelors,Native,2.5606935255535226
1300,27,Male,Medium,Bachelors,ESL,2.7465105314146037
1301,18,Male,Medium,Bachelors,Native,3.8347928053840517
1302,29,Female,Medium,Bachelors,Native,2.83222970460354
1303,27,Male,High,Bachelors,Native,1.4549562327121737
1304,26,Male,Medium,Secondary,Native,3.8725833428301955
1305,23,Female,Medium,Bachelors,Native,3.214983223022721
1306,20,Male,Medium,Bachelors,Native,2.0241774009920706
1307,30,Male,Medium,Bachelors,ESL,2.4932844191374275
1308,25,Male,Low,Bachelors,Bilingual,2.3226496799661627
1309,26,Male,High,Below_Secondary,Native,2.674632536267368
1310,23,Female,Medium,Below_Secondary,Bilingual,3.6922647627600362
1311,28,Male,Medium,Bachelors,Native,1.6797741732243692
1312,24,Male,Medium,Secondary,Native,2.5939549339535164
1313,18,Male,Medium,Bachelors,ESL,2.8666901670092835
1314,22,Male,Low,Secondary,ESL,2.7583533090060133
1315,22,Male,Medium,Below_Secondary,Native,2.321981652106162
1316,27,Female,Low,Below_Secondary,Native,3.513958627331067
1317,21,Female,Low,Bachelors,Native,2.704727032257871
1318,23,Female,Medium,Bachelors,Native,2.6276752721283674
1319,24,Male,Medium,Bachelors,ESL,3.0076895869300286
1320,26,Female,Low,Masters_Plus,Native,2.6318292352123422
1321,18,Female,Low,Secondary,Native,2.4677855617515587
1322,23,Male,High,Secondary,Native,2.244688510943264
1323,24,Female,High,Bachelors,Native,4.0
1324,20,Male,Low,Bachelors,Bilingual,3.27594842874898
1325,25,Male,Medium,Secondary,Bilingual,2.5706083928146213
1326,22,Female,Medium,Masters_Plus,Native,3.562810154295287
1327,26,Male,Medium,Masters_Plus,Native,3.1140874324562686
1328,22,Female,High,Below_Secondary,Native,2.823107869771166
1329,26,Male,Low,Secondary,Native,2.1825683867356025
1330,27,Female,Medium,Bachelors,Native,2.303325150120031
1331,21,Female,Medium,Secondary,Native,3.381084653900361
1332,26,Female,Medium,Below_Secondary,Native,3.251344844681572
1333,22,Male,Medium,Bachelors,Native,1.9762170510648476
1334,27,Male,High,Secondary,Bilingual,2.5554058189220856
1335,26,Male,Low,Secondary,Native,3.207975729637721
1336,20,Male,Low,Secondary,Bilingual,3.467439389957586
1337,21,Male,Low,Bachelors,Native,3.108656473013608
1338,26,Female,High,Bachelors,Bilingual,2.5262031682389345
1339,27,Female,Medium,Secondary,Native,2.9416018187682385
1340,28,Non-binary,Medium,Secondary,Bilingual,2.6735345192518656
1341,23,Male,Low,Bachelors,Native,3.0291971037420806
1342,19,Male,High,Masters_Plus,ESL,3.686856891302543
1343,24,Male,High,Masters_Plus,Bilingual,2.330659889413412
1344,19,Female,Medium,Secondary,Native,2.96859520641964
1345,28,Female,Medium,Bachelors,Native,2.7419600612980854
1346,19,Female,Low,Bachelors,ESL,2.642311650004299
1347,28,Female,Medium,Bachelors,ESL,2.716098978103715
1348,18,Female,Medium,Bachelors,ESL,3.588155130090389
1349,28,Male,Low,Below_Secondary,Bilingual,3.147712324820969
1350,28,Male,Medium,Bachelors,Bilingual,2.5125104733746
1351,29,Female,Medium,Below_Secondary,Native,3.1897806145186203
1352,28,Male,Medium,Below_Secondary,Native,2.464729197142774
1353,20,Male,Medium,Bachelors,Native,1.726459161942192
1354,23,Female,Low,Masters_Plus,Native,1.4172239994547262
1355,25,Non-binary,Medium,Secondary,Native,3.100469353910194
1356,26,Female,Medium,Bachelors,Native,2.62934726290109
1357,24,Female,Low,Secondary,Native,3.398466495804337
1358,21,Female,High,Masters_Plus,Native,3.0322734511727525
1359,23,Male,Low,Bachelors,Native,2.95631896872494
1360,22,Male,Medium,Secondary,Native,2.529462952643929
1361,25,Female,Low,Secondary,Native,3.1129865098946135
1362,18,Female,Low,Secondary,Native,3.7310634986458524
1363,18,Male,Medium,Below_Secondary,ESL,1.5884400465981372
1364,30,Female,Low,Below_Secondary,Native,2.71012484512586
1365,28,Male,Medium,Bachelors,ESL,3.6071094347740305
1366,23,Male,Low,Secondary,Native,2.1127088104600205
1367,27,Female,Medium,Bachelors,Native,2.880106103112934
1368,29,Male,Low,Below_Secondary,Native,2.390002399703361
1369,19,Male,Low,Bachelors,Native,2.639430555349013
1370,22,Male,Medium,Secondary,Native,1.7360736871344782
1371,18,Female,High,Below_Secondary,Native,3.390839298296392
1372,24,Male,Medium,Bachelors,ESL,2.8903581799691733
1373,18,Female,Medium,Below_Secondary,ESL,1.9333517279610184
1374,21,Female,Low,Bachelors,ESL,3.0511728769324535
1375,26,Male,High,Bachelors,ESL,2.924800535917347
1376,18,Non-binary,Low,Bachelors,Native,2.3867048817993535
1377,21,Male,Low,Below_Secondary,Native,3.9809194794125227
1378,23,Non-binary,Medium,Secondary,Native,3.109657625777758
1379,23,Female,Medium,Secondary,Native,3.5741321891230635
1380,29,Non-binary,High,Bachelors,Bilingual,2.703322312464127
1381,30,Male,Low,Secondary,ESL,1.8249899202225017
1382,25,Female,High,Below_Secondary,Bilingual,1.405839364364652
1383,18,Male,Medium,Secondary,Bilingual,2.191673338366744
1384,24,Male,Medium,Secondary,Native,3.6087232388155877
1385,18,Female,Low,Secondary,Native,2.494093606420849
1386,30,Male,Medium,Secondary,Native,3.424718761451969
1387,24,Female,High,Secondary,ESL,2.1001332739309695
1388,20,Male,Medium,Secondary,ESL,2.4024500240637723
1389,28,Male,Medium,Secondary,Native,2.488905517768582
1390,25,Female,High,Bachelors,Native,2.935094249358394
1391,20,Male,Medium,Below_Secondary,Native,1.9886878792011808
1392,30,Female,Medium,Secondary,Native,2.3233777000773794
1393,18,Female,Medium,Secondary,ESL,2.660109482137798
1394,30,Female,Low,Secondary,Native,1.994270466750756
1395,30,Male,Low,Secondary,Native,1.7442442291798403
1396,25,Female,Medium,Bachelors,Native,2.817137280198796
1397,20,Non-binary,Medium,Masters_Plus,ESL,2.0035082377173588
1398,19,Female,Medium,Secondary,Native,3.5287628596949294
1399,18,Female,Low,Bachelors,Native,3.545260069024513
1400,20,Female,High,Secondary,Native,2.4499368107949815
