StudentID,LateSubmissions,SkippedQuestions,HelpRequests,AttendanceRate,AvgResponseTime
1118,2,1,4,84.57696325079692,30.895044181939035
1119,2,2,12,88.18924887575773,74.08540868395035
1120,1,1,3,86.88901127218708,66.5644943525285
1121,2,0,5,49.347100175597234,245.75246906813612
1122,1,1,7,73.6170809060557,76.10666585168349
1123,1,1,3,27.461856887132356,134.94281437970565
1124,0,0,4,63.9291566840964,193.8264553986801
1125,0,2,3,53.02143247407031,98.81952294012869
1126,1,1,2,79.93534158983927,101.78898667284066
1127,0,3,4,66.10170997490447,211.38496650466644
1128,0,3,2,63.338855886283085,143.13750115863047
1129,1,1,7,82.91944209709101,16.67139208748769
1130,2,4,3,93.65817084150912,27.51936272933293
1131,1,0,6,73.41930018612841,36.17525828890016
1132,4,1,1,93.99392694288876,130.6209892379224
1133,3,1,2,58.27821349152013,46.06523127164751
1134,3,1,4,47.14390418852361,27.026044762499033
1135,4,2,3,73.41917134763267,10.0
1136,2,2,4,84.77149610035447,292.62942012813835
1137,7,2,9,53.86167842627812,58.10122946013814
1138,3,4,3,71.23405454643213,108.95799764685961
1139,0,0,8,50.6209882099379,176.7138624929672
1140,6,0,7,89.96807868418055,52.7534035440347
1141,2,1,7,59.83961043403242,29.79546695491667
1142,1,5,5,85.57912589840988,60.41244693430808
1143,0,1,1,83.92660646620428,12.001084589665412
1144,0,2,7,58.28272361211994,62.030608184401295
1145,0,1,2,68.40845081350632,216.44531934871006
1146,1,2,3,74.73468728415239,68.76124366305476
1147,1,1,4,62.06091945625653,41.61011262599058
1148,2,1,8,91.55754704689932,10.0
1149,0,1,2,85.33034440337863,24.34925011758738
1150,0,2,4,82.70126818007849,73.59794206179168
1151,1,1,7,87.3447115112522,260.45031804199465
1152,1,2,7,85.32114400086283,76.64038790804591
1153,3,0,6,72.26092014819324,380.8660082729599
1154,1,0,6,69.5698859793246,17.815929192651566
1155,0,1,6,90.51488004434987,59.44743730803195
1156,1,0,9,69.81639350623344,171.49570750352555
1157,0,1,4,63.71513731988657,22.258329267234075
1158,3,4,8,80.01329943873839,327.2348172415293
1159,2,0,8,63.2415619754299,60.6502374942888
1160,2,1,9,78.64541547562648,477.92221648369866
1161,3,1,3,89.86147877397937,16.368390589147953
1162,0,1,2,86.17917498310105,25.597395155593073
1163,4,0,3,80.56191470660305,58.93071629918379
1164,1,1,6,81.78309913861779,95.14629296728441
1165,2,0,7,76.83738393447015,78.32308901728607
1166,0,5,2,76.49445390306964,20.604727606411547
1167,0,1,6,69.1690357268334,57.64758256847169
1168,0,1,3,47.86325573988009,76.74268215371885
1169,2,3,4,66.15358871895727,62.98039742457985
1170,1,2,4,78.11982286110388,10.0
1171,4,1,3,65.53409308688862,341.76934618211976
1172,1,1,7,75.38628701191718,50.70541827004071
1173,2,2,6,44.108424831352146,10.0
1174,2,1,6,51.29681235419603,14.372464974307627
1175,4,2,4,64.00346540248553,345.47633822506003
1176,1,1,4,73.28373878797423,25.14758865103615
1177,0,5,4,70.05512879828768,10.0
1178,2,4,5,73.32298129746843,74.36853348412879
1179,4,0,6,86.0362330995443,171.02990724602978
1180,4,2,5,70.43342770900159,37.55798353573138
1181,0,3,6,50.91147351091394,70.46535402798538
1182,2,0,5,44.292875035853115,24.33877807594299
1183,4,3,7,71.38860021390111,41.21691831175277
1184,1,1,6,88.39721116887814,600.0
1185,6,2,4,57.339263444071435,73.84669078499665
1186,2,4,5,62.52135506826219,123.10456376368286
1187,4,1,6,86.34541961086151,66.2127798452775
1188,4,3,5,68.13971644177063,201.15975317219073
1189,3,4,1,56.80374098130785,21.877801861938742
1190,2,0,8,55.987906062588024,134.26884146317119
1191,1,2,7,68.42328837638631,15.66810858138529
1192,1,1,6,34.932765010084175,226.41328718546967
1193,2,2,5,63.14920809750896,37.69074505614288
1194,4,0,5,81.89142154708279,79.70140510014322
1195,3,1,4,76.95888446567722,197.1570441768665
1196,2,0,5,61.923227612545716,32.9992617991306
1197,3,3,9,64.96329325366081,10.0
1198,1,2,5,72.48088687941538,86.13357595947869
1199,4,4,9,70.50885085455303,10.0
1200,4,1,2,72.66166154631797,82.73212742619135
1201,3,1,5,81.08858637034837,222.49838534602938
1202,3,1,6,60.596164524590655,32.036681441410884
1203,2,1,4,78.22010553795761,40.785717191714234
1204,2,0,6,69.90841193465283,98.69877967375774
1205,0,2,3,61.51340244612841,43.06269048642152
1206,0,2,3,71.7456421249449,171.82376456068235
1207,1,0,6,92.38691204745191,239.1651590930714
1208,3,2,3,71.56125064782735,98.67938137387323
1209,1,0,8,58.96442668657996,311.4109661978268
1210,1,4,3,96.56524728422127,248.19708731727982
1211,3,2,4,74.37310545376386,10.0
1212,4,1,2,66.64024839079565,14.02203036082357
1213,2,0,7,55.48373063152674,517.8080201464088
1214,1,0,5,45.599032598215004,113.47674633959993
1215,1,3,8,71.29557169097498,403.28731189433626
1216,3,1,1,73.49384285418506,57.36456939280421
1217,3,0,6,63.63073782992138,106.31024750122477
1218,1,2,8,71.45108140617828,102.99659635967728
1219,2,3,2,88.95693973401573,13.063128039280443
1220,3,0,8,77.46118739251543,19.885715492044284
1221,1,2,3,86.69914228867076,106.15850828471318
1222,2,1,7,56.82617871242219,138.86703294357324
1223,4,2,5,55.9310822821381,118.19296567260811
1224,1,2,9,66.34527609835796,25.909019034740716
1225,1,1,4,70.73877862976595,122.9798065613084
1226,2,2,3,67.34936381018854,188.4181424724128
1227,5,4,3,60.42933193790546,55.15891289157794
1228,4,2,4,76.50202146796283,15.100205955248285
1229,3,3,5,59.874864155515105,320.5492838217894
1230,0,2,5,82.47685237326834,66.77445829196695
1231,2,1,1,41.43448577638837,171.9385729935439
1232,0,0,3,63.88161041691883,10.0
1233,1,1,7,65.49840671318984,38.84915089210124
1234,2,1,6,45.47392963643229,90.42241730594682
1235,1,0,7,96.81838932849351,144.62287901833068
1236,1,7,7,83.29674472587337,151.37237678861464
1237,2,4,5,83.17307741899964,318.5711304423949
1238,3,3,6,50.45124385056926,93.08260399834494
1239,0,3,6,78.38560438751401,45.583608879412346
1240,2,0,7,93.38893567005218,227.8466954704489
1241,2,0,5,46.69466391315966,220.17111904176636
1242,1,0,3,80.53478831707527,368.67454050292713
1243,0,1,5,97.92596707389318,41.38163879149154
1244,3,2,4,89.47972961440472,297.01532781691935
1245,5,2,5,69.36055474143,72.45661013051713
1246,3,1,5,71.13085863490332,120.58366749785775
1247,2,1,4,44.4262537173044,10.0
1248,1,2,4,78.9441919335965,56.981519830639606
1249,2,0,7,83.29186128497248,24.716769845515387
1250,1,1,4,53.46034206275698,480.98821220130344
1251,4,2,5,68.88755930861109,10.0
1252,2,1,6,71.24505681740631,62.407880993982545
1253,4,0,7,66.54524189936227,13.490740825462666
1254,1,2,7,71.50000330636722,206.64358175449757
1255,2,2,6,71.50904944538266,359.3577930085687
1256,4,3,8,79.09780544256324,11.731028910122559
1257,4,2,6,92.53987165991622,141.92990827146187
1258,2,3,3,75.13292741409495,26.40560770049187
1259,0,4,7,46.42352515452542,45.64925702732379
1260,1,0,7,75.93675162604482,90.49452367131872
1261,1,1,3,77.56494426554053,111.78757066005481
1262,1,2,5,81.47862120720578,10.0
1263,1,2,4,85.67012499445885,95.62472659582443
1264,1,3,4,61.874029564199695,175.7387300197148
1265,0,2,6,54.82828125227046,14.942692320929241
1266,2,1,5,68.94009856343041,58.88791906259799
1267,2,3,3,72.22829279702223,129.44284578614517
1268,3,6,6,74.55206104712408,10.0
1269,3,1,3,68.21472798930279,426.1554097192955
1270,2,1,7,76.61327235799914,121.87107064261453
1271,3,4,3,74.13266895560142,471.10335215091305
1272,2,1,6,51.93399376933694,76.67659002405914
1273,1,1,7,42.232188821015185,75.7779073538711
1274,1,0,5,70.97664295118383,15.153897086889293
1275,3,3,6,77.7436219866077,55.12252854675301
1276,1,0,2,70.79053666068313,21.014277639564398
1277,3,2,5,77.68094931851671,220.76081458380207
1278,1,3,3,79.97989948927435,75.37490778334953
1279,1,1,10,84.23649574218045,19.80187186938197
1280,3,0,6,83.57501585727853,377.86622290957007
1281,0,0,4,50.74532939188319,10.0
1282,0,0,5,48.00445333228646,80.73297064950837
1283,3,1,7,75.60755696851757,342.93399280390275
1284,0,0,1,76.04166445106354,14.432975948347298
1285,2,0,3,40.240025948705906,328.4886075128277
1286,4,1,5,49.32374673341757,150.66270577148313
1287,1,1,0,80.92394601897695,88.6388826658387
1288,6,1,5,82.46789903747955,71.97545830287864
1289,2,1,5,63.70869814926046,101.10135921163464
1290,2,3,4,59.24782069243578,332.8412733348089
1291,0,2,5,81.76700850133662,39.71488314539532
1292,3,0,5,84.66198685353658,442.5439915477243
1293,0,0,2,88.5092216801791,136.24521702459705
1294,1,1,6,77.9518667325154,67.18086721961318
1295,1,0,5,51.07924659550178,20.02573439369511
1296,3,2,6,89.08132962439382,98.1991317932889
1297,0,1,8,79.27862670178402,43.25677363198971
1298,1,1,12,67.41402257359942,86.83291352462672
1299,2,2,12,92.78506149732686,260.1303247302791
1300,0,1,6,66.70836842454094,35.197004896621586
1301,1,1,4,35.33210384162157,142.90935138163837
1302,2,2,6,89.08163402922334,96.90177791870723
1303,0,1,4,76.06425825896308,312.9265024222307
1304,1,1,6,54.61104533919225,106.25753840629297
1305,3,1,2,82.9111495810066,98.12628035996133
1306,3,3,6,67.23424124258722,86.19046603648171
1307,1,3,8,30.888829436175826,73.7064579734445
1308,6,0,3,67.87975527219723,10.0
1309,2,0,3,77.04267243849375,414.6214289355384
1310,2,0,8,53.2152910609366,17.776725460759856
1311,0,0,5,58.85463319717129,30.426614568713127
1312,4,1,5,80.00828046772803,13.557418741620289
1313,1,2,5,79.43983290103031,178.6936315212975
1314,4,3,6,83.87573306858764,69.63968338176119
1315,3,1,6,67.28897585742536,403.7602371032281
1316,4,0,4,72.14297678477132,534.0018413867217
1317,3,3,4,79.7112054966684,466.48229474065414
1318,1,2,3,63.07090302517039,21.296238352405773
1319,2,0,6,59.919762264214604,12.987066042230948
1320,5,3,8,84.77877319366962,32.091114439010866
1321,3,3,7,66.79173266421434,137.60249105861942
1322,3,0,6,84.59524725952478,81.66430522452134
1323,1,2,6,55.78307021404684,352.97070706476535
1324,4,1,1,60.85650637453822,25.029485237940598
1325,2,4,5,37.313630855544595,151.55613361504064
1326,3,0,7,83.90744259435361,500.6610285339816
1327,3,0,9,55.19996203810642,246.79726391910344
1328,2,0,3,81.24972895674092,176.72788603900707
1329,0,0,6,80.28328292263686,114.36871559599022
1330,5,0,2,67.68618764204678,111.23111861027297
1331,2,0,2,80.75215581653656,10.0
1332,3,1,4,48.48176316368317,102.45752458207319
1333,3,0,12,78.57617012664093,255.8497864347176
1334,2,1,2,45.304854817735425,41.82461425777106
1335,1,0,5,59.2699388271935,305.85734263842414
1336,5,0,5,47.03897880551635,180.63700648712538
1337,1,1,4,54.821596811470506,199.53023254189125
1338,1,1,8,45.36507291007909,18.04754129734744
1339,5,5,4,77.38277573843732,31.017735362117605
1340,0,0,7,62.24556607891252,268.114262759098
1341,0,2,4,92.13606646501655,105.06164676217534
1342,2,1,6,64.33018014362949,52.398025741623265
1343,1,3,2,60.7790293829232,178.9962801822531
1344,3,0,9,75.00604974919027,139.41231764760843
1345,2,2,2,52.51128180381668,10.0
1346,1,0,1,73.89311027974003,333.71187406744446
1347,4,2,5,67.30927814551781,10.0
1348,3,0,3,85.3965088977768,10.0
1349,0,0,6,45.53920742077139,86.4850168715314
1350,0,0,2,69.35102019096537,254.3569241210771
1351,1,0,2,76.18880005533369,206.09637920975013
1352,1,3,4,79.27731113907201,273.21176164995035
1353,1,1,6,92.4136444890281,198.5735768441108
1354,3,0,6,76.33416673599982,40.723733124131854
1355,1,2,7,80.7575228945248,89.62203096198262
1356,2,0,5,54.54661076110058,36.10072132517729
1357,0,2,3,86.38576890052947,82.02816735996376
1358,2,1,6,75.75567315437229,54.549343943719045
1359,1,1,5,77.32350553051862,10.0
1360,1,3,6,67.05080049126173,442.05678875229387
1361,2,2,3,63.50416561079085,106.17780068086022
1362,1,0,8,36.25970380438847,57.5232701420941
1363,0,1,3,60.38313772754502,18.40408535564466
1364,0,1,6,44.76039134270714,127.08460628011464
1365,3,3,3,73.65543337567826,60.361534481683464
1366,1,1,3,90.21303090780671,44.99042664832592
1367,4,1,3,85.50393702462283,52.8542082767402
1368,0,0,3,89.84374594677452,38.80460521459649
1369,1,1,5,77.27309631975696,53.83549411518527
1370,0,2,0,68.99318053738193,100.05684886548427
1371,4,1,4,57.8855999167846,26.13607089718512
1372,3,1,3,89.34941704942725,83.78668887276974
1373,1,1,5,84.26507969501694,88.1560020251775
1374,5,1,4,69.3070891332653,110.12478577466521
1375,3,3,8,23.872103209123292,61.343509550953634
1376,1,0,7,85.49238369130956,114.51378445071299
1377,2,4,9,64.36169737740721,52.54052910354039
1378,2,0,4,71.85262175361076,73.27138663962096
1379,2,3,7,83.86963570918712,51.723927279333886
1380,4,2,3,65.01500193687527,24.19542956892861
1381,0,2,2,85.20837133656175,31.96333373948342
1382,1,0,6,49.209693824207626,146.46996215429016
1383,2,2,6,89.46609817863241,108.07290801698
1384,2,0,6,82.98131861407187,77.54988954628598
1385,3,1,6,68.427870130085,297.9793731118673
1386,1,2,5,56.26111083730157,136.0639750510112
1387,2,1,2,80.3143998133598,198.29793193494967
1388,3,2,5,70.7079420997623,246.2739567351225
1389,5,2,4,73.82660319034501,174.45857004875228
1390,1,2,10,80.24969407460068,36.057632126936724
1391,1,2,2,76.75374259047746,127.53999275714419
1392,5,1,4,77.04363377211985,32.997740770813344
1393,2,3,6,79.40901110671331,87.51285940424918
1394,2,0,1,44.107910622946434,26.22631443560813
1395,1,1,5,86.75675773659128,203.19069276832946
1396,2,0,6,67.94390513930537,17.258647389960657
1397,4,0,8,85.81139151502902,69.74443971636381
1398,1,1,8,80.11457180117138,236.40213598689164
1399,3,4,3,79.60108787605145,23.90281860835825
1400,0,1,5,80.16705025648714,86.8342708637487
1401,1,0,8,51.863950355724306,72.06029455767003
1402,2,0,6,86.10340813083411,10.0
1403,3,4,8,41.563848440228355,123.51639050459656
1404,4,2,3,72.87370441151889,189.04512468681162
1405,1,1,6,31.647765058327295,10.0
1406,4,1,8,54.7648258269285,27.19579784368702
1407,1,1,9,62.370989626257945,160.38052809336438
1408,1,3,8,41.283194226144126,10.0
1409,1,3,10,70.3461116659986,17.80370783674279
1410,0,1,6,65.81633794897925,10.0
1411,4,2,9,59.47046843899805,75.14159379844233
1412,5,1,1,64.75600570945154,111.18939712611883
1413,1,5,4,55.463002408547155,33.86872286753303
1414,2,2,7,67.31827423098507,54.01513577656107
1415,3,1,5,75.98021917735845,534.2780168649161
1416,1,4,9,72.08676611906562,115.70251096707679
1417,0,2,7,88.17980069371376,10.0
1418,3,1,3,86.35394052507604,143.30781682001418
1419,1,1,6,56.91068304426399,16.047054116399742
1420,4,1,6,78.16513859845743,89.05082625979911
1421,4,2,9,81.78319231847374,62.56447098144262
1422,2,1,3,85.4256352319081,205.88353962603952
1423,3,1,6,73.85915200478506,90.84712375533036
1424,3,6,3,54.643854322626154,311.2415797466209
1425,3,2,4,75.79415259838372,38.1316697857241
1426,3,0,6,63.45021451907922,38.316426619839575
1427,2,2,3,74.1348770580633,15.902435229491287
1428,3,0,8,73.89708646216596,21.859039344109743
1429,6,0,5,78.42472640760384,373.47816112144204
1430,2,2,8,62.150755190643345,42.89944209136992
1431,2,1,2,95.19711984439847,411.0478733719004
1432,4,2,8,87.43292021429784,60.461177485423924
1433,5,0,8,70.12945637044824,185.8526058982457
1434,1,1,2,87.82430424973123,169.02726097757454
1435,3,1,5,82.16156180385829,514.0061906682056
1436,1,0,8,76.50568107495415,64.42728685129305
1437,2,0,9,63.88630122317468,66.64455152765441
1438,1,1,4,45.65908880497533,154.62599256651524
1439,1,1,5,88.47691277767268,91.33491091191406
1440,3,3,5,64.65867412509041,521.8262024005309
1441,0,2,4,65.28397261585671,142.2216362703299
1442,3,4,7,91.22743800304774,34.31862074451875
1443,1,1,4,42.829648621336545,390.6384944664669
1444,1,1,5,58.525743045213744,30.222002050121986
1445,2,1,7,45.025766244759716,37.632809958042486
1446,1,1,4,54.68498113066283,16.336889066342156
1447,2,2,5,48.26786310970335,70.54255016840787
1448,0,2,6,59.4880556991634,90.84794179346096
1449,3,0,7,75.12378800532069,174.89643517757025
1450,3,0,6,50.03535611028745,66.33706142996351
1451,0,0,6,30.07142216259442,10.0
1452,2,1,7,42.24539122912741,82.48698534079972
1453,4,1,5,66.71721612017674,41.67746422411055
1454,0,1,8,85.30338193938302,155.98401403410713
1455,3,3,4,71.25252464415003,10.616840298123385
1456,2,0,4,50.09118427514334,13.978338665494109
1457,3,0,2,56.67110116780009,245.95383462944105
1458,1,0,6,68.59859456250683,600.0
1459,4,1,6,78.85934894049451,294.34140520779385
1460,1,1,9,71.92334349629678,247.9709325103762
1461,2,1,1,58.9877017230154,30.81245274210074
1462,2,0,4,79.03012362583232,10.0
1463,3,1,2,52.665936001407644,10.0
1464,1,0,4,78.72637666756265,10.0
1465,5,1,4,45.45217761841306,16.212291873895193
1466,2,1,7,56.2790103028066,95.92305883990088
1467,1,2,8,77.207052612325,27.886247556095647
1468,2,2,3,49.87428997809275,180.44825966956446
1469,3,2,8,62.26910548797814,251.5149343268381
1470,4,2,4,42.50236249678035,71.93934135426456
1471,2,1,10,70.6379007030862,46.562543290012556
1472,2,1,5,87.56862652968003,116.16908401926565
1473,2,1,1,70.69661491323359,87.04997125621325
1474,4,3,3,69.20964718342093,32.208931480931206
1475,0,0,4,77.4282465948202,278.0110266894187
1476,2,2,6,65.21205763056103,46.74028465721753
1477,1,0,6,43.722791407253794,22.358366526580554
1478,5,2,7,70.51366670447206,132.98532455482803
1479,4,1,4,57.50733917581601,189.02760875075663
1480,3,1,5,89.8299280927682,103.35020292557928
1481,1,3,5,88.14374409277804,46.02365593450688
1482,2,4,5,76.09957870063775,97.10098847732226
1483,0,0,4,79.17895410204531,94.41205709930448
1484,2,3,5,60.9881074464245,134.2038005355128
1485,2,0,6,85.98319121914422,143.06963547678075
1486,2,1,6,66.50104799527499,120.78031890569926
1487,2,1,3,83.04503470812854,11.763959077993126
1488,0,3,5,68.85350947539295,45.982902865843926
1489,3,2,3,86.20792694049136,40.59418523418615
1490,3,3,6,40.09432046009015,20.45459970008466
1491,1,1,1,54.46143937691793,10.0
1492,2,2,4,65.59704217347894,276.89011733506527
1493,3,1,8,59.761697048286344,171.11350137314264
1494,3,1,0,57.61388176731613,16.698535159369666
1495,1,1,6,81.92237496162446,132.7000211435056
1496,2,0,3,78.99872891221098,48.56038053186414
1497,2,1,7,72.15243379098322,121.04444635012992
1498,2,1,4,70.42081929596762,83.57469709872733
1499,2,2,3,64.95440791899722,59.212088713018574
1500,4,1,3,78.44624214161539,57.131101576114155
1501,0,1,7,77.10252086567864,488.9828020670081
1502,2,1,4,75.61692769323216,154.73530212898794
1503,1,1,8,53.704100902975995,259.8928449140978
1504,1,3,7,57.99437731043281,38.40837122153798
1505,4,5,10,69.53906130155754,92.02785478596387
1506,2,1,6,62.22355697551166,65.41479872562812
1507,4,2,4,67.88916916477467,10.0
1508,3,4,5,73.98982269607612,23.51465938702985
1509,1,2,5,87.01171255390965,455.57543219929323
1510,5,2,6,77.36867413292516,19.007339210094624
1511,0,3,3,67.62213206675295,10.0
1512,1,3,4,59.109143327381474,28.023386801726858
1513,2,2,4,93.24001770457812,80.72078662238404
1514,2,1,8,65.5260892862184,47.65214603986341
1515,0,0,2,78.42132750642612,274.3748658847916
1516,0,1,5,90.39185367344707,229.25691693747467
1517,2,3,12,88.04497001841267,213.4263911080397
1518,4,2,0,91.80097166679852,53.295528628400255
1519,2,2,10,69.34252374751992,15.458246699221787
1520,2,1,5,88.08749170819003,103.68522756316983
1521,2,0,4,76.31465625482451,78.04792710754931
1522,3,1,6,71.12665059623116,10.0
1523,1,1,1,74.06021152054525,168.94692003493574
1524,2,1,5,72.3865917885018,86.9009451228171
1525,1,2,2,85.77844004686038,209.29814104414643
1526,1,1,7,88.66643477681953,263.34006620318246
1527,2,5,6,87.61208398224578,43.790062360596345
1528,3,2,2,78.20864841389329,10.0
1529,3,1,9,61.26748291404911,255.40485460270224
1530,5,2,9,87.22977533390281,167.08225850366566
1531,4,2,8,83.10477727809487,88.3572301499636
1532,4,1,4,73.61350257639461,275.9948060940754
1533,1,1,4,93.22771474145601,295.31710548139307
1534,5,2,3,95.58686514709535,141.82409510336157
1535,3,3,6,69.43628879417938,10.166659517923263
1536,2,1,4,72.25688008240422,309.488468917427
1537,3,3,8,62.809771619042586,53.893372431082405
1538,3,0,7,73.90606214712334,88.73260738231936
1539,2,2,5,95.24689006908963,21.34148151606313
1540,2,3,14,74.255455217146,26.668434783276314
1541,2,1,2,39.716554563006184,10.0
1542,2,3,5,64.57102179305014,54.65997690235877
1543,0,1,4,77.0907115832361,33.46109876539853
1544,1,1,3,63.74867018371062,28.533807444064653
1545,0,2,1,78.34588229583007,120.71431315429267
1546,2,1,5,74.84613852878786,97.28810102121098
1547,2,2,3,87.70372662788341,43.168861237498554
1548,2,3,8,68.53911935022488,61.992235821326915
1549,3,1,7,79.82820057871774,103.17589092597754
1550,2,2,6,74.01601558076686,144.79926978635152
1551,0,1,6,78.58538449123694,19.316050078623515
1552,0,1,3,71.30730348574593,10.0
1553,1,1,8,78.89148168207107,37.934963556558536
1554,2,0,3,65.9272032436593,67.86360297059898
1555,0,3,5,80.77119839618008,376.5514735654548
1556,5,2,7,48.05370957488094,183.29202518210084
1557,2,0,6,66.70220489825715,178.75353420725472
1558,1,1,3,69.26215142614433,10.0
1559,1,1,6,50.853276297464674,28.495328821539083
1560,2,2,4,88.37609780788694,12.004495598502938
1561,1,1,5,90.22892211677744,160.12324959834942
1562,1,2,8,60.73672897372966,147.68766306581395
1563,1,1,5,63.49747843331637,83.11330974803981
1564,4,1,2,76.67894305943402,314.9258783235239
1565,6,2,5,53.679515269697674,10.0
1566,1,2,7,64.359484735164,101.00742011686951
1567,1,0,4,83.26022096935388,78.75501602506502
1568,4,0,6,51.85195486398572,10.00270462716734
1569,2,0,3,86.1912821657778,214.26093885870802
1570,2,1,5,61.389456392128196,95.09064047476055
1571,5,0,5,53.6974809491422,132.75083318148586
1572,1,3,7,83.67154374514827,10.0
1573,0,4,7,60.554412996880714,65.55211758637556
1574,3,3,5,72.03154477157348,206.96904297648763
1575,1,1,6,84.97416515323208,210.3527636957575
1576,1,0,5,52.99388602614478,169.38556568540284
1577,1,1,5,79.50573670917697,15.054992862023537
1578,1,1,5,88.98991247462725,302.3601193103752
1579,1,3,9,86.92801506508452,14.128635515530748
1580,1,0,3,83.43576861308294,92.7881711686005
1581,1,2,1,75.11734604660222,10.0
1582,3,0,2,72.56872193896118,16.771818316165476
1583,1,2,7,92.68872442735643,444.89521725397856
1584,1,2,4,64.84056642597959,187.32230973229343
1585,0,0,5,30.77226919377703,271.0595483137824
1586,2,1,8,65.69428127217566,277.47175412435644
1587,2,2,5,80.43590287681353,93.56307915049246
1588,1,1,5,69.21200359239259,59.76182542120508
1589,2,2,3,78.7600751279574,32.301021280842804
1590,0,0,4,72.12202373653989,84.75288862264247
1591,2,1,4,59.22199303687968,40.37744490795449
1592,3,3,5,77.6477212569142,63.32862601707793
1593,0,1,2,43.558073931072485,24.36266863834279
1594,1,1,5,32.42052034433338,15.949689321360104
1595,7,2,6,77.10289836618655,63.01795046312926
1596,0,3,6,90.94034853404396,85.38356418603907
1597,4,0,12,79.63526325027213,14.275739221450177
1598,1,4,5,70.05774964665805,16.184379708458188
1599,2,1,2,50.822124176621266,87.34086539823483
1600,2,3,2,50.23837533771329,153.19291333528352
1601,0,0,7,78.87189234699555,15.27340449026862
1602,2,2,5,74.01316718116938,88.374028141654
1603,1,3,5,57.264017494806765,10.0
1604,4,0,5,59.6146324545076,183.8756066846721
1605,1,1,5,58.2171223427029,33.98607939866017
1606,2,0,7,64.78043775921523,89.53754486865654
1607,1,1,8,66.66566121504775,123.83906150570732
1608,0,3,5,67.03406431731355,408.5182980733044
1609,0,1,5,74.00263868757713,32.46606858712256
1610,3,2,7,43.06240008062625,316.3260787507678
1611,1,3,8,89.4195166916331,126.91632456196777
1612,3,3,8,88.23106642717138,136.5670165506669
1613,2,4,8,79.67570410678817,98.55471557718919
1614,3,1,3,76.54993159564462,361.22823831674714
1615,0,0,2,48.253429549022684,10.0
1616,1,0,7,83.37928934776082,63.439838822311636
1617,1,0,1,78.03733084756024,13.74684789745778
1618,5,2,4,68.21116698021913,13.482348295255765
1619,0,1,7,58.65589128638168,154.4309802235336
1620,2,3,5,47.35958141968424,107.83129694538151
1621,1,0,4,45.18265186627697,30.906500414266
1622,2,1,2,57.99202294548868,49.594914717359444
1623,2,2,5,87.7722671950824,124.69829064689783
1624,1,1,3,92.6702412444217,16.143268939450234
1625,1,1,8,80.03223101404929,32.920662131449824
1626,4,2,3,72.29941066789011,43.9115147502211
1627,2,0,6,77.99561445936884,10.0
1628,0,2,2,59.88551584669478,146.346541182536
1629,1,1,10,57.108437469133165,123.29852415092381
1630,2,1,6,47.941403339999354,53.579674953537626
1631,4,0,7,76.36333570936308,15.124510952176038
1632,0,1,3,74.1209642281943,209.41843276678281
1633,3,1,3,83.44487289005922,278.98112126635164
1634,3,2,4,91.95808279331452,108.50762868259268
1635,2,1,8,90.43941814347932,153.25589883234866
1636,0,2,3,69.75657417081331,390.8873062591464
1637,1,1,6,53.590897619910486,117.90136612155543
1638,2,1,4,40.17073110482159,151.09484169902234
1639,2,1,5,54.17859338296699,28.2325156821691
1640,7,3,6,49.28256794984853,146.71921004173848
1641,1,1,7,79.15788452083473,10.0
1642,2,1,2,83.6013408465225,97.21796818553159
1643,2,0,6,89.25199422948546,109.76725347537959
1644,3,1,7,84.24003377761726,15.942378102294786
1645,1,1,6,77.36715427384743,41.08127099054169
1646,2,0,2,64.33908632999956,35.62859890049863
1647,2,1,1,62.567971059153116,167.11860894699873
1648,1,1,4,65.18467739490778,310.5333189629622
1649,2,2,1,53.85488645082881,10.0
1650,1,1,3,79.02795047768912,21.057402545232552
1651,5,2,6,71.26598836766719,65.64063347580931
1652,4,3,5,78.60959177667196,24.778711414714866
1653,4,1,5,57.14324845155123,94.4137023636644
1654,1,3,8,74.0965343579565,281.1782130525454
1655,2,0,4,62.61864743332842,205.6976562437252
1656,1,1,9,50.92260835063767,63.70777102708343
1657,1,2,6,56.53614494385243,88.5749639232164
1658,3,1,2,68.50598934570611,17.7608517519992
1659,5,0,3,58.211329751445376,50.23756822944277
1660,3,0,2,78.25333292207837,23.74494174601283
1661,2,1,4,54.782457305490674,262.5665703164474
1662,1,2,4,84.14184033207988,320.2742197874715
1663,2,1,4,34.19849523911666,71.72244265298549
1664,0,0,7,58.60861907048198,302.2022834976509
1665,5,3,2,56.61460500982947,55.32347595087019
1666,2,1,2,66.02274149871155,14.706292332603528
1667,0,0,6,86.52116936778438,24.646631794119372
1668,4,2,2,69.14854778685216,48.66953620300011
1669,0,0,6,43.71176800812053,156.25512610557308
1670,1,3,5,76.58173985298129,44.958328145357655
1671,2,1,4,63.18620324464877,24.859315715867915
1672,2,4,7,63.531163920700074,10.0
1673,4,0,5,71.16989159396124,24.348137145715413
1674,2,1,8,61.51272333888759,388.61211773883804
1675,4,1,4,50.51544425210657,65.54764866769413
1676,3,1,4,70.06535745597361,10.0
1677,1,0,7,75.94493731636356,137.35646498112538
1678,4,5,4,78.26626690816265,21.833615434151927
1679,1,1,3,60.14806158646289,10.0
1680,1,1,14,24.236245404968752,36.916265604165616
1681,0,1,3,65.49352838299424,413.79588427783375
1682,1,4,5,46.11885228691683,37.05761139731195
1683,1,3,10,55.890474744971996,23.16374715789104
