StudentID,TotalLogins,ForumPosts,AssignmentViews,QuizAttempts,ResourceAccessCount,NAssessments
993,45,6,17,8,27,16
994,39,8,18,4,24,16
995,51,9,18,9,32,16
996,37,5,19,3,26,16
997,39,12,23,5,19,16
998,38,9,19,8,21,16
999,33,12,17,4,27,16
1000,38,6,19,7,26,16
1001,44,4,16,8,25,16
1002,45,13,21,2,28,16
1003,37,4,24,6,18,16
1004,42,12,18,11,22,16
1005,33,5,19,6,22,16
1006,39,6,14,5,32,16
1007,39,7,16,10,29,16
1008,40,15,17,3,24,16
1009,61,10,23,7,28,16
1010,37,7,14,5,29,16
1011,41,5,15,6,25,16
1012,37,6,12,11,19,16
1013,37,13,13,3,27,16
1014,34,8,23,7,30,16
1015,33,6,23,5,36,16
1016,47,9,22,5,29,16
1017,46,9,13,6,22,16
1018,43,3,15,3,23,16
1019,31,8,20,11,27,16
1020,33,8,16,10,26,16
1021,26,6,22,3,19,16
1022,35,6,19,6,21,16
1023,38,5,21,6,28,16
1024,39,7,19,4,27,16
1025,33,5,24,2,24,16
1026,36,7,14,7,22,16
1027,43,10,18,5,26,16
1028,48,12,14,8,24,16
1029,36,8,20,4,32,16
1030,38,12,11,5,22,16
1031,46,14,18,5,24,16
1032,34,7,17,3,32,16
1033,27,5,21,5,30,16
1034,31,7,18,4,21,16
1035,38,11,23,5,27,16
1036,33,11,18,5,28,16
1037,41,6,23,6,21,16
1038,34,11,23,2,24,16
1039,29,5,10,6,27,16
1040,40,4,24,9,15,16
1041,52,10,16,7,32,16
1042,28,7,15,10,29,16
1043,39,13,14,4,31,16
1044,53,6,17,7,23,16
1045,40,9,16,2,25,16
1046,33,2,21,8,36,16
1047,47,3,20,2,26,16
1048,36,7,15,7,22,16
1049,46,3,18,8,29,16
1050,37,11,19,8,13,16
1051,40,7,15,5,21,16
1052,39,8,21,5,28,16
1053,51,10,13,5,22,16
1054,36,13,15,7,27,16
1055,31,11,21,6,24,16
1056,30,7,13,10,15,16
1057,41,8,18,10,32,16
1058,50,8,18,7,26,16
1059,31,7,15,10,21,16
1060,42,5,17,8,22,16
1061,40,6,22,5,19,16
1062,39,10,19,11,18,16
1063,43,10,18,5,26,16
1064,46,3,19,7,30,16
1065,33,6,16,3,34,16
1066,48,8,16,5,25,16
1067,38,8,16,6,24,16
1068,43,8,13,3,32,16
1069,37,6,16,10,39,16
1070,33,15,22,6,28,16
1071,31,8,18,6,29,16
1072,39,6,15,3,28,16
1073,47,9,25,7,28,16
1074,29,8,20,5,19,16
1075,35,4,14,6,26,16
1076,37,4,13,7,23,16
1077,24,7,18,8,28,16
1078,46,5,18,4,23,16
1079,43,9,21,7,22,16
1080,37,2,20,3,25,16
1081,42,7,21,5,26,16
1082,42,7,7,8,24,16
1083,38,11,19,6,24,16
1084,39,13,14,2,19,16
1085,38,12,16,6,40,16
1086,47,9,21,4,30,16
1087,37,8,14,9,27,16
1088,39,9,26,7,32,16
1089,43,7,17,4,29,16
1090,48,6,19,3,27,16
1091,39,6,22,5,22,16
1092,39,8,20,6,29,16
1093,32,8,17,4,20,16
1094,45,9,22,8,25,16
1095,31,10,19,4,22,16
1096,47,8,19,6,21,16
1097,42,6,18,10,24,16
1098,41,8,23,5,21,16
1099,33,5,25,5,25,16
1100,46,16,24,5,28,16
1101,33,7,27,7,27,16
1102,46,5,14,5,26,16
1103,43,4,24,7,25,16
1104,39,3,21,8,32,16
1105,35,7,14,9,26,16
1106,41,9,22,5,22,16
1107,42,4,21,11,21,16
1108,37,11,21,6,18,16
1109,44,7,15,5,21,16
1110,47,2,19,6,16,16
1111,37,10,27,6,22,16
1112,39,9,12,3,23,16
1113,35,4,14,5,20,16
1114,34,5,16,6,21,16
1115,44,10,12,9,32,16
1116,40,8,17,7,16,16
1117,37,11,18,8,23,16
1118,33,4,12,12,30,16
1119,46,5,22,10,26,16
1120,38,7,9,4,28,16
1121,41,11,22,2,26,16
1122,44,6,20,4,35,16
1123,42,7,18,9,24,16
1124,42,6,24,3,18,16
1125,55,11,14,5,26,16
1126,47,9,19,6,26,16
1127,35,11,20,5,25,16
1128,31,7,15,6,35,16
1129,32,6,17,8,27,16
1130,38,8,19,5,24,16
1131,45,9,11,6,24,16
1132,35,0,23,4,22,16
1133,44,12,25,5,28,16
1134,46,9,14,4,26,16
1135,33,7,21,7,24,16
1136,28,10,16,11,20,16
1137,41,5,14,7,26,16
1138,36,11,13,4,27,16
1139,43,10,20,11,24,16
1140,38,10,20,4,28,16
1141,45,6,12,6,25,16
1142,39,4,16,5,22,16
1143,36,7,16,6,17,16
1144,35,7,24,7,24,16
1145,46,8,12,9,22,16
1146,39,12,19,6,25,16
1147,51,12,18,2,26,16
1148,48,11,16,6,19,16
1149,34,16,17,4,21,16
1150,33,5,12,9,33,16
1151,40,5,17,7,24,16
1152,24,9,26,3,20,16
1153,37,4,19,7,24,16
1154,37,18,20,2,34,16
1155,45,9,17,4,22,16
1156,40,7,16,8,19,16
1157,42,7,17,5,18,16
1158,47,11,21,8,27,16
1159,36,8,12,6,30,16
1160,37,6,13,6,28,16
1161,36,10,15,5,21,16
1162,24,13,15,3,22,16
1163,35,8,15,10,26,16
1164,34,7,22,8,25,16
1165,48,3,16,7,28,16
1166,41,12,8,3,29,16
1167,38,6,15,7,30,16
1168,33,7,22,7,24,16
1169,40,7,17,7,26,16
1170,37,9,23,4,23,16
1171,33,8,17,5,24,16
1172,52,9,9,4,25,16
1173,36,9,19,7,21,16
1174,37,6,21,4,21,16
1175,54,5,19,8,21,16
1176,36,5,16,4,20,16
1177,44,11,17,2,19,16
1178,39,7,19,9,23,16
1179,31,4,25,4,28,16
1180,41,7,21,7,22,16
1181,40,10,14,6,28,16
1182,42,9,18,11,29,16
1183,40,7,15,5,21,16
1184,36,9,22,8,29,16
1185,44,17,18,6,32,16
1186,47,7,23,3,32,16
1187,40,8,21,9,24,16
1188,39,7,23,7,28,16
1189,39,4,21,4,24,16
1190,35,10,18,6,21,16
1191,33,10,22,2,31,16
1192,41,8,15,7,28,16
1193,35,14,15,7,30,16
1194,38,15,13,11,16,16
1195,35,6,15,8,19,16
1196,35,5,19,4,17,16
1197,45,7,15,6,25,16
1198,43,8,18,8,34,16
1199,41,8,19,7,27,16
1200,37,7,19,6,23,16
1201,41,7,21,5,23,16
1202,40,10,10,6,31,16
1203,29,8,12,5,28,16
1204,31,10,20,6,32,16
1205,43,9,15,7,24,16
1206,42,8,11,6,23,16
1207,42,8,16,7,23,16
1208,47,5,23,9,33,16
1209,45,15,20,2,30,16
1210,39,1,16,10,22,16
1211,40,8,18,4,22,16
1212,40,8,14,4,23,16
1213,39,8,15,4,20,16
1214,41,8,23,4,26,16
1215,43,4,12,2,21,16
1216,41,13,19,3,20,16
1217,37,9,16,5,27,16
1218,32,10,13,7,18,16
1219,38,9,18,2,29,16
1220,41,7,18,9,27,16
1221,31,4,22,5,21,16
1222,37,5,15,9,25,16
1223,41,6,20,8,29,16
1224,48,6,25,5,23,16
1225,42,6,23,5,28,16
1226,46,9,20,2,25,16
1227,32,9,19,5,36,16
1228,43,8,14,2,37,16
1229,41,7,11,4,27,16
1230,35,12,21,5,24,16
1231,38,6,15,7,30,16
1232,31,10,16,7,34,16
1233,29,9,13,4,24,16
1234,43,3,23,8,27,16
1235,41,7,27,4,31,16
1236,45,9,20,5,29,16
1237,44,9,25,5,18,16
1238,50,11,21,8,32,16
1239,36,6,12,6,31,16
1240,47,5,14,6,29,16
1241,46,9,17,4,17,16
1242,36,11,22,6,13,16
1243,35,12,19,7,24,16
1244,39,7,17,6,25,16
1245,46,11,21,3,24,16
1246,31,9,19,10,27,16
1247,47,4,26,9,30,16
1248,34,12,22,4,22,16
1249,37,9,25,4,26,16
1250,44,8,22,4,22,16
1251,39,10,16,3,30,16
1252,33,9,21,5,17,16
1253,43,5,17,8,25,16
1254,49,9,22,7,21,16
1255,50,7,18,4,14,16
1256,38,10,20,5,23,16
1257,51,7,14,10,37,16
1258,40,10,20,6,28,16
1259,54,8,23,2,20,16
1260,35,8,12,6,27,16
1261,33,9,21,12,37,16
1262,36,9,11,9,30,16
1263,34,7,17,5,29,16
1264,34,11,22,12,32,16
1265,52,14,24,6,27,16
1266,40,6,14,9,35,16
1267,50,5,17,7,19,16
1268,40,5,24,5,32,16
1269,45,10,14,4,20,16
1270,37,7,11,7,43,16
1271,37,2,13,10,22,16
1272,41,10,22,9,26,16
1273,30,11,9,7,30,16
1274,45,10,23,9,25,16
1275,48,16,14,8,27,16
1276,40,9,15,4,28,16
1277,32,4,13,4,21,16
1278,35,9,18,5,31,16
1279,35,4,16,4,22,16
1280,37,8,12,6,20,16
1281,45,6,14,6,24,16
1282,33,10,22,2,18,16
1283,32,12,23,5,20,16
1284,40,6,13,8,24,16
1285,27,6,22,7,31,16
1286,33,7,22,10,30,16
1287,42,4,16,3,20,16
1288,37,8,22,4,26,16
1289,34,4,11,10,25,16
1290,54,7,15,6,28,16
1291,39,7,20,5,20,16
1292,33,7,24,10,20,16
1293,34,7,10,12,21,16
1294,47,7,13,4,27,16
1295,40,3,14,4,35,16
1296,49,10,22,8,28,16
1297,35,6,9,6,17,16
1298,37,4,18,2,31,16
1299,43,3,23,7,25,16
1300,44,10,7,6,19,16
1301,29,3,20,2,25,16
1302,40,11,16,7,27,16
1303,37,7,17,8,19,16
1304,49,9,16,9,20,16
1305,36,9,19,6,34,16
1306,36,11,11,9,26,16
1307,23,5,15,4,21,16
1308,38,7,15,5,36,16
1309,40,5,21,5,27,16
1310,43,10,20,8,22,16
1311,44,4,13,5,21,16
1312,34,12,14,4,24,16
1313,40,9,20,6,24,16
1314,52,10,17,7,22,16
1315,47,8,17,3,21,16
1316,28,7,23,3,21,16
1317,34,9,19,2,23,16
1318,40,12,12,5,39,16
1319,42,8,24,3,16,16
1320,33,8,20,6,26,16
1321,44,5,20,2,21,16
1322,36,5,18,7,18,16
1323,28,8,26,6,22,16
1324,41,5,18,9,28,16
1325,39,10,19,8,36,16
1326,40,7,18,5,24,16
1327,36,5,14,5,30,16
1328,36,7,25,8,30,16
1329,39,9,24,7,28,16
1330,39,10,13,2,30,16
1331,30,11,18,6,24,16
1332,41,7,12,7,24,16
1333,41,7,14,7,23,16
1334,38,10,13,8,18,16
1335,47,9,27,5,23,16
1336,39,6,15,8,25,16
1337,38,10,13,6,29,16
1338,42,6,12,5,23,16
1339,34,10,16,5,20,16
1340,34,7,17,11,22,16
1341,38,5,19,5,27,16
1342,47,9,12,7,43,16
1343,33,8,23,7,17,16
1344,45,9,14,7,29,16
1345,54,8,18,7,33,16
1346,40,10,19,1,28,16
1347,39,8,17,5,21,16
1348,49,12,16,6,26,16
1349,40,6,17,9,20,16
1350,39,6,15,11,29,16
1351,41,10,24,4,27,16
1352,47,8,15,6,17,16
1353,46,12,18,2,20,16
1354,35,6,13,6,22,16
1355,42,3,17,3,26,16
1356,41,8,19,4,19,16
1357,29,6,28,7,29,16
1358,36,8,20,3,27,16
1359,50,10,16,9,32,16
1360,38,4,21,6,30,16
1361,49,5,25,4,26,16
1362,31,6,16,5,18,16
1363,40,6,11,8,23,16
1364,41,10,21,8,23,16
1365,40,8,16,7,23,16
1366,43,6,10,5,26,16
1367,46,10,16,3,26,16
1368,38,8,22,7,17,16
1369,26,11,17,8,21,16
1370,30,5,15,6,30,16
1371,33,12,16,4,15,16
1372,47,7,25,8,25,16
1373,43,10,18,7,21,16
1374,43,6,24,5,27,16
1375,37,6,17,6,22,16
1376,37,17,14,7,21,16
1377,36,8,14,5,35,16
1378,45,10,16,7,23,16
1379,40,7,27,6,19,16
1380,46,5,27,8,29,16
1381,35,8,21,7,31,16
1382,39,7,18,7,19,16
1383,38,7,18,6,27,16
1384,39,9,21,5,20,16
1385,38,11,21,8,27,16
1386,33,11,17,4,21,16
1387,35,6,12,4,24,16
1388,36,14,11,5,23,16
1389,39,10,19,5,29,16
1390,36,7,14,10,27,16
1391,40,6,19,5,22,16
1392,44,11,21,6,26,16
1393,34,6,20,8,18,16
1394,38,8,25,4,20,16
1395,42,5,23,3,22,16
1396,32,9,23,10,27,16
1397,44,6,16,9,24,16
1398,36,6,18,5,30,16
1399,43,6,18,6,19,16
1400,40,7,22,9,21,16
1401,42,5,19,5,23,16
1402,55,4,11,6,28,16
1403,37,6,16,4,29,16
1404,35,10,22,8,26,16
1405,56,14,16,5,26,16
1406,45,9,16,6,22,16
1407,35,10,22,3,26,16
1408,31,9,18,11,27,16
1409,47,7,18,9,28,16
1410,48,5,22,9,22,16
1411,46,12,18,6,30,16
1412,35,8,22,7,26,16
1413,41,10,21,5,23,16
1414,40,8,13,3,24,16
1415,34,3,21,13,31,16
1416,39,7,19,5,26,16
1417,36,9,9,14,25,16
1418,49,9,20,6,32,16
1419,36,8,10,6,21,16
1420,36,6,24,10,26,16
1421,38,17,18,6,25,16
1422,34,7,17,7,29,16
1423,34,7,21,7,13,16
1424,35,11,18,4,21,16
1425,35,4,19,5,25,16
1426,42,6,15,6,27,16
1427,36,6,26,4,24,16
1428,38,6,20,6,21,16
1429,44,11,17,6,24,16
1430,39,7,24,7,19,16
1431,45,7,9,6,22,16
1432,48,12,20,5,18,16
1433,37,10,16,6,25,16
1434,42,9,23,4,21,16
1435,41,6,21,7,22,16
1436,42,2,25,12,20,16
1437,43,9,16,3,22,16
1438,44,9,9,4,20,16
1439,30,5,22,8,20,16
1440,30,9,22,8,27,16
1441,42,8,11,6,26,16
1442,47,9,14,6,30,16
1443,37,3,12,7,22,16
1444,38,9,17,5,24,16
1445,37,5,16,5,20,16
1446,33,10,14,10,22,16
1447,39,7,16,3,29,16
1448,45,8,20,4,19,16
1449,45,9,22,4,19,16
1450,41,8,20,4,21,16
1451,42,8,17,4,34,16
1452,42,10,19,3,24,16
1453,40,6,19,6,31,16
1454,38,9,20,4,21,16
1455,37,8,16,6,32,16
1456,38,9,18,6,35,16
1457,30,8,19,6,17,16
1458,38,9,18,2,27,16
1459,38,10,22,9,22,16
1460,42,12,19,4,30,16
1461,45,9,22,10,22,16
1462,37,12,18,4,32,16
1463,32,12,10,9,29,16
1464,47,13,16,7,22,16
1465,37,9,9,10,26,16
1466,41,10,9,4,19,16
1467,39,9,23,5,20,16
1468,38,9,22,10,21,16
1469,33,6,14,2,32,16
1470,46,11,16,4,24,16
1471,38,12,18,5,27,16
1472,41,5,19,7,33,16
1473,40,9,17,7,20,16
1474,41,6,24,2,22,16
1475,35,5,22,2,35,16
1476,35,6,18,4,30,16
1477,34,5,20,10,25,16
1478,30,9,16,5,29,16
1479,48,13,17,1,29,16
1480,45,6,22,3,21,16
1481,33,4,18,6,31,16
1482,43,7,18,11,26,16
1483,46,6,13,9,26,16
1484,42,6,20,10,32,16
1485,48,5,26,8,28,16
1486,30,8,22,7,29,16
1487,30,7,21,7,30,16
1488,45,10,12,7,30,16
1489,43,10,23,7,22,16
1490,42,7,17,4,23,16
1491,36,8,21,2,22,16
1492,50,10,22,6,22,16
1493,42,7,19,7,22,16
1494,44,8,17,6,17,16
1495,34,11,15,7,32,16
1496,42,11,17,8,20,16
1497,43,5,17,5,24,16
1498,43,7,20,11,21,16
1499,42,8,20,6,19,16
1500,30,10,17,3,26,16
1501,42,8,24,1,18,16
1502,41,12,15,5,33,16
1503,36,4,17,2,24,16
1504,41,13,15,5,22,16
1505,39,1,17,5,30,16
1506,45,8,18,2,28,16
1507,27,7,16,6,24,16
1508,43,9,21,8,21,16
1509,34,9,18,5,26,16
1510,35,9,25,6,33,16
1511,35,9,20,6,24,16
1512,42,8,19,7,26,16
1513,38,13,20,8,26,16
1514,40,8,21,6,30,16
1515,42,7,19,6,25,16
1516,30,7,22,7,19,16
1517,49,7,24,5,29,16
1518,38,4,23,3,21,16
1519,37,8,13,6,19,16
1520,46,8,20,9,27,16
1521,43,6,21,6,34,16
1522,46,9,12,6,28,16
1523,40,10,16,4,19,16
1524,40,9,12,11,28,16
1525,41,3,21,1,21,16
1526,50,11,27,8,24,16
1527,50,3,23,9,27,16
1528,30,5,21,5,23,16
1529,40,11,19,7,18,16
1530,47,3,17,5,28,16
1531,35,12,22,3,21,16
1532,45,7,12,3,22,16
1533,52,13,15,6,28,16
1534,36,12,29,8,20,16
1535,33,4,23,6,28,16
1536,50,9,13,4,29,16
1537,34,9,16,4,28,16
1538,46,8,16,6,32,16
1539,39,10,16,2,23,16
1540,46,4,20,6,21,16
1541,39,10,18,4,25,16
1542,38,5,22,7,22,16
1543,52,7,22,6,30,16
1544,48,8,18,6,11,16
1545,35,7,27,6,19,16
1546,35,5,19,8,15,16
1547,49,7,22,2,25,16
1548,39,8,24,5,21,16
1549,38,10,21,9,22,16
1550,50,3,15,5,24,16
1551,40,14,10,7,24,16
1552,34,9,20,10,31,16
1553,42,9,25,3,17,16
1554,40,6,20,6,29,16
1555,43,13,18,3,21,16
1556,35,14,21,9,30,16
1557,30,9,16,7,25,16
1558,44,5,20,3,20,16
1559,40,8,23,4,27,16
1560,33,10,18,6,24,16
1561,41,11,23,5,18,16
1562,40,10,18,5,23,16
1563,43,10,27,6,27,16
1564,31,9,17,11,26,16
1565,29,9,12,4,21,16
1566,49,7,14,8,32,16
1567,27,8,30,9,23,16
1568,31,8,27,2,27,16
1569,48,10,15,7,29,16
1570,39,4,25,13,30,16
1571,49,12,13,11,27,16
1572,36,7,17,7,28,16
1573,38,8,17,7,30,16
1574,43,11,24,5,18,16
1575,40,3,19,3,27,16
1576,44,11,24,5,20,16
1577,48,6,15,8,30,16
1578,37,5,24,8,34,16
1579,45,10,21,10,28,16
1580,40,4,13,8,40,16
1581,59,7,19,7,28,16
1582,32,8,18,10,31,16
1583,36,7,14,6,21,16
1584,47,11,18,9,21,16
1585,45,6,18,2,32,16
1586,43,11,21,6,22,16
1587,30,5,17,4,24,16
1588,53,5,20,7,25,16
1589,46,5,17,3,13,16
1590,41,5,11,9,19,16
1591,28,12,14,9,30,16
1592,46,12,24,4,22,16
1593,34,7,18,5,27,16
1594,45,7,12,3,25,16
1595,42,6,18,6,28,16
1596,45,10,32,6,25,16
1597,44,5,18,5,23,16
1598,38,11,14,4,27,16
1599,35,12,21,7,30,16
1600,21,5,15,9,16,16
1601,51,5,18,7,26,16
1602,26,12,16,6,22,16
1603,31,8,12,6,23,16
1604,39,11,26,9,24,16
1605,41,10,17,7,25,16
1606,36,9,24,4,25,16
1607,40,11,20,5,23,16
1608,45,4,26,3,22,16
1609,33,7,17,8,22,16
1610,51,7,17,10,27,16
1611,37,13,13,2,21,16
1612,55,10,14,6,21,16
1613,36,5,18,7,30,16
1614,44,10,16,7,24,16
1615,52,6,19,3,21,16
1616,39,9,15,4,16,16
1617,37,8,14,2,23,16
1618,32,8,11,5,20,16
1619,25,9,19,4,25,16
1620,46,9,19,5,22,16
1621,33,2,10,6,28,16
1622,41,4,16,8,22,16
1623,45,12,14,3,22,16
1624,38,11,19,6,21,16
1625,45,9,18,5,27,16
1626,40,7,16,8,17,16
1627,37,9,16,1,22,16
1628,46,12,16,7,17,16
1629,38,10,22,6,25,16
1630,38,11,13,4,33,16
1631,47,15,14,5,20,16
1632,41,10,19,3,11,16
1633,36,9,11,5,26,16
1634,43,3,17,9,31,16
1635,40,9,24,6,19,16
1636,35,3,15,5,18,16
1637,33,10,16,5,29,16
1638,30,8,12,9,28,16
1639,30,5,16,5,33,16
1640,42,12,24,8,25,16
1641,30,9,17,9,23,16
1642,39,7,21,2,24,16
1643,36,7,22,2,19,16
1644,27,5,15,2,20,16
1645,35,13,23,5,30,16
1646,33,6,22,5,23,16
1647,30,8,20,3,23,16
1648,34,6,24,7,34,16
1649,34,5,15,6,24,16
1650,45,11,26,5,25,16
1651,42,9,11,2,34,16
1652,29,10,15,9,26,16
1653,52,12,11,7,25,16
1654,25,5,30,5,22,16
1655,39,6,13,7,22,16
1656,39,9,18,4,27,16
1657,48,11,12,7,17,16
1658,41,13,20,5,23,16
1659,52,13,14,7,27,16
1660,44,11,20,5,24,16
1661,43,7,13,18,37,16
1662,45,7,23,7,23,16
1663,39,7,18,7,28,16
1664,34,7,13,7,21,16
1665,42,5,25,4,29,16
1666,44,15,17,5,21,16
1667,48,8,16,8,28,16
1668,44,6,16,4,15,16
1669,43,7,18,7,28,16
1670,50,13,24,9,21,16
1671,50,12,17,4,26,16
1672,44,2,22,3,25,16
1673,38,9,28,2,24,16
1674,49,8,19,5,18,16
1675,35,4,21,5,19,16
1676,30,9,19,6,25,16
1677,34,2,22,11,42,16
1678,42,14,24,5,16,16
1679,36,8,12,5,28,16
1680,38,5,23,8,22,16
1681,34,6,10,5,37,16
1682,44,12,21,3,32,16
1683,34,4,18,6,19,16
1684,34,13,11,6,24,16
1685,40,11,12,5,32,16
1686,45,10,23,8,22,16
1687,30,9,16,4,28,16
1688,50,4,17,4,27,16
1689,33,7,13,4,26,16
1690,45,13,22,4,38,16
1691,37,7,11,6,24,16
1692,41,6,22,7,29,16
1693,34,9,18,8,23,16
1694,36,11,16,8,26,16
1695,42,5,15,3,34,16
1696,33,9,13,6,28,16
1697,34,6,15,8,23,16
1698,35,7,20,4,20,16
1699,50,4,14,8,22,16
1700,39,5,18,7,32,16
1701,45,8,20,8,25,16
1702,44,12,18,3,22,16
1703,41,18,18,7,34,16
1704,41,13,21,7,26,16
1705,35,7,24,7,15,16
1706,40,10,27,5,21,16
1707,43,5,16,1,33,16
1708,40,9,16,7,27,16
1709,34,7,21,7,19,16
1710,40,12,20,5,21,16
1711,47,6,18,10,25,16
1712,38,11,22,8,24,16
1713,45,18,13,7,26,16
1714,42,7,21,5,24,16
1715,49,7,17,3,28,16
1716,45,7,11,3,19,16
1717,36,7,23,7,21,16
1718,38,9,20,5,22,16
1719,47,9,22,7,31,16
1720,38,9,23,12,28,16
1721,41,6,28,10,23,16
1722,47,10,18,4,25,16
1723,48,8,21,7,21,16
1724,50,11,21,5,22,16
1725,37,8,23,8,28,16
1726,39,8,20,10,21,16
1727,42,7,17,1,31,16
1728,36,10,16,3,25,16
1729,31,10,20,1,20,16
1730,34,6,22,5,27,16
1731,49,11,14,10,25,16
1732,35,13,18,6,27,16
1733,47,6,23,5,22,16
1734,43,5,17,11,16,16
1735,35,5,17,4,27,16
1736,36,11,27,7,28,16
1737,55,6,21,5,23,16
1738,42,6,9,11,25,16
1739,39,9,19,11,17,16
1740,32,6,20,6,20,16
1741,40,11,16,2,27,16
1742,38,7,13,9,27,16
1743,38,5,18,8,18,16
1744,35,14,18,5,27,16
1745,35,4,20,8,25,16
1746,32,5,13,7,28,16
1747,44,6,10,7,24,16
1748,44,4,14,10,25,16
1749,32,12,15,6,24,16
1750,46,8,20,8,35,16
1751,38,4,14,8,25,16
1752,42,8,17,5,26,16
1753,29,3,12,3,16,16
1754,42,10,21,5,20,16
1755,42,2,16,6,30,16
1756,33,10,20,8,17,16
1757,42,11,18,7,33,16
1758,39,10,9,8,22,16
1759,42,11,17,5,27,16
1760,37,8,28,2,28,16
1761,28,15,15,5,26,16
1762,38,8,12,8,20,16
1763,33,12,19,9,29,16
1764,47,8,19,14,22,16
1765,32,6,19,4,25,16
1766,47,7,13,3,27,16
1767,37,10,22,3,20,16
1768,40,6,19,7,32,16
1769,39,7,19,7,31,16
1770,54,9,16,4,29,16
1771,25,3,16,15,35,16
1772,44,9,25,5,23,16
1773,49,5,17,6,25,16
1774,42,7,22,7,25,16
1775,42,4,16,6,21,16
1776,33,7,19,10,27,16
1777,39,5,9,9,21,16
1778,48,8,14,8,25,16
1779,39,14,19,2,24,16
1780,41,6,16,7,28,16
1781,49,6,15,8,29,16
1782,39,9,30,6,32,16
1783,49,5,24,5,26,16
1784,39,4,14,6,22,16
1785,32,12,20,4,33,16
1786,41,7,14,5,21,16
1787,46,11,18,3,13,16
1788,31,9,24,11,27,16
1789,51,12,19,3,28,16
1790,36,5,22,2,23,16
1791,40,6,12,6,26,16
1792,43,8,16,10,33,16
1793,38,5,19,5,26,16
1794,44,10,16,3,21,16
1795,47,12,21,5,21,16
1796,38,10,22,3,25,16
1797,43,6,18,2,29,16
1798,47,12,16,8,27,16
1799,31,6,14,11,26,16
1800,35,12,19,5,26,16
1801,41,8,20,9,29,16
1802,46,8,15,5,32,16
1803,45,7,20,5,34,16
1804,36,6,13,6,17,16
1805,48,16,18,4,29,16
1806,47,5,13,2,25,16
1807,41,9,20,5,28,16
1808,36,9,25,6,28,16
1809,30,9,17,6,22,16
1810,29,6,17,4,22,16
1811,43,8,14,5,17,16
1812,34,6,23,8,20,16
1813,29,12,16,5,25,16
1814,41,9,15,6,26,16
1815,34,7,13,6,32,16
1816,32,4,18,7,20,16
1817,35,6,17,6,17,16
1818,38,6,26,8,30,16
1819,40,6,22,5,33,16
1820,36,9,16,4,20,16
1821,37,8,29,8,27,16
1822,42,8,18,9,25,16
1823,43,10,22,3,27,16
1824,45,7,12,8,20,16
1825,31,9,20,12,19,16
1826,38,7,14,3,32,16
1827,37,14,20,4,19,16
1828,40,7,19,10,18,16
1829,51,7,22,3,31,16
1830,47,8,12,7,27,16
1831,48,7,28,7,25,16
1832,36,11,26,4,25,16
1833,47,6,15,4,27,16
1834,41,9,20,8,21,16
1835,39,3,26,5,24,16
1836,50,5,14,7,24,16
1837,36,12,16,6,24,16
1838,43,13,16,8,31,16
1839,29,3,8,3,31,16
1840,29,8,18,2,16,16
1841,40,9,18,8,29,16
1842,33,9,30,8,25,16
1843,52,6,16,9,18,16
1844,48,7,18,6,29,16
1845,41,9,15,9,28,16
1846,42,8,18,8,28,16
1847,49,6,25,2,22,16
1848,41,6,19,6,24,16
1849,32,5,12,5,33,16
1850,39,8,21,3,31,16
1851,35,8,16,8,18,16
1852,36,7,23,5,31,16
1853,40,7,14,6,25,16
1854,37,10,15,3,26,16
1855,47,7,24,2,28,16
1856,44,10,15,11,23,16
1857,45,5,24,2,27,16
1858,55,6,13,6,33,16
1859,45,2,18,6,22,16
1860,31,5,17,7,20,16
1861,42,7,20,3,27,16
1862,37,4,15,9,26,16
1863,41,7,18,5,21,16
1864,36,6,21,4,21,16
1865,41,8,13,6,20,16
1866,37,6,20,8,26,16
1867,50,10,17,10,23,16
1868,38,10,20,8,23,16
1869,34,8,24,7,33,16
1870,34,7,19,3,35,16
1871,32,6,18,9,24,16
1872,38,4,16,4,21,16
1873,36,10,23,8,36,16
1874,33,9,17,4,15,16
1875,32,9,17,2,24,16
1876,39,13,10,1,20,16
1877,40,4,15,8,27,16
1878,52,4,12,10,24,16
1879,37,5,23,5,17,16
1880,36,9,20,2,23,16
1881,32,4,21,3,26,16
1882,53,4,16,7,21,16
1883,45,11,12,7,32,16
1884,45,8,12,7,15,16
1885,33,7,21,6,19,16
1886,41,11,22,6,36,16
1887,36,9,17,8,29,16
1888,39,3,26,12,22,16
1889,38,7,17,4,31,16
1890,39,5,21,7,23,16
1891,38,7,27,5,24,16
1892,36,4,14,5,23,16
1893,45,6,16,5,30,16
1894,37,9,15,2,28,16
1895,49,10,21,6,24,16
1896,42,7,18,2,34,16
1897,49,15,13,1,30,16
1898,40,5,20,9,24,16
1899,43,4,22,2,25,16
1900,44,8,16,4,20,16
1901,37,6,18,7,26,16
1902,39,7,23,5,22,16
1903,34,11,21,5,26,16
1904,39,11,18,6,33,16
1905,31,11,21,7,27,16
1906,41,13,12,6,24,16
1907,31,6,11,6,26,16
1908,37,3,14,4,29,16
1909,48,8,17,6,24,16
1910,38,6,10,5,26,16
1911,36,6,19,2,31,16
1912,48,4,18,9,20,16
1913,41,5,22,5,28,16
1914,34,6,25,4,22,16
1915,43,9,16,8,17,16
1916,53,15,17,6,21,16
1917,35,7,14,7,30,16
1918,40,9,22,6,26,16
1919,26,12,19,5,28,16
1920,31,7,22,11,25,16
1921,56,6,17,3,25,16
1922,41,10,20,13,22,16
